id,eventId,category,contactName,contactEmail,contactPhone,status,quoteAmount,quoteDetails,recommended,contactedAt,respondedAt,notes,createdAt,updatedAt
vo-botanical-sfcc-6B57BE4321F887F2,EVT-botanical-feb27,Bartending,"SF Cocktail Club",cheers@sfcocktail.club,,researching,,,1,"2026-03-01 00:14:03",,"Bespoke bar & beverage catering. Restaurant-style service. Perfect for botanical cocktail stations.","2026-03-01 00:14:03","2026-03-01 00:14:03"
vo-botanical-liquid-46F7CA5460767586,EVT-botanical-feb27,Bartending,"The Liquid Caterers",theliquidcaterers@gmail.com,510-545-6154,researching,,,1,"2026-03-01 00:14:03",,"1849 Lincoln Way, SF. Mobile bartending + event staffing. Related to Polly Martini Events","2026-03-01 00:14:03","2026-03-01 00:14:03"
vo-botanical-pme-E857041FB2ABE611,EVT-botanical-feb27,Bartending,"Polly Martini Events",PHONE_ONLY,707-297-0814,researching,,,0,"2026-03-01 00:14:03",,"SF Bay Area mobile bartending. Licensed & insured. 1366 Turk St, SF","2026-03-01 00:14:03","2026-03-01 00:14:03"
vo-botanical-micro-660723EF57DBBDCD,EVT-botanical-feb27,"Botanical Supplier","Microgreens San Francisco",,,researching,,,1,"2026-03-01 00:14:03",,"Fresh, colorful edible flowers. Fragrant varieties for cocktail garnishes and displays.","2026-03-01 00:14:03","2026-03-01 00:14:03"
vo-botanical-pacific-87B2AAD6BA29A6C6,EVT-botanical-feb27,"Botanical Supplier","Pacific Rim Produce",,,researching,,,0,"2026-03-01 00:14:03",,"Wholesale produce distribution. Quality produce to restaurants, hotels. Edible flower supplier.","2026-03-01 00:14:03","2026-03-01 00:14:03"
vo-botanical-anaviv-66309BA46BE74055,EVT-botanical-feb27,Catering,"Anaviv Catering",,,researching,,,1,"2026-03-01 00:14:03",,"Ed Vigil (Marin). Edible flower expertise - radish/mustard blossoms, floral infused vinegars. Chef-driven.","2026-03-01 00:14:03","2026-03-01 00:14:03"
vo-botanical-orange-769A08184D93A1E9,EVT-botanical-feb27,Photography,"Orange Photography",contact@orangephotography.com,,researching,,,1,"2026-03-01 00:14:03",,"Event and corporate photography. 227A Guerrero St, SF. Phone: 415-255-7478 or 888-892-9574. Hours: Mon-Fri 10am-6pm. 20+ years experience.","2026-03-01 00:14:03","2026-03-11 12:05:02"
vo-botanical-drew-6DB0CB5B76A0CA2B,EVT-botanical-feb27,Photography,"Drew Bird Photography",,,researching,,,0,"2026-03-01 00:14:03",,"10+ years documenting brand events. High-end event photography.","2026-03-01 00:14:03","2026-03-01 00:14:03"
vo-moonlight-funflicks-81308DA4425F939C,EVT-moonlight-feb27,"AV Production",FunFlicks,info@funflicks.com,"(510) 633-2769",researching,,,1,"2026-03-01 00:15:32",,"Research completed Mar 6 2026 12:36 PM PST - Website: funflicks.com, SF Bay Area office","2026-03-01 00:15:32","2026-03-01 00:15:32"
vo-moonlight-fogcity-E1F5BE2F9B7113C1,EVT-moonlight-feb27,"AV Production","Fog City AV Rentals",info@fogcityaudiovisual.com,"(415) 763-1000",researching,,,1,"2026-03-01 00:15:32",,"Research completed Mar 6 2026 12:39 PM PST - Website: fogcityaudiovisual.com, Address: 325 Corey Way Unit 114 South SF CA 94080, CEO: Doug Watson, Email format: first@domain","2026-03-01 00:15:32","2026-03-01 00:15:32"
vo-moonlight-rentfor-91107BC84C567213,EVT-moonlight-feb27,"AV Production","Rent For Event",,,researching,,,0,"2026-03-01 00:15:32",,"Video equipment rental. 3600-31,000 lumen projectors. Screens 77"" to large inflatable.","2026-03-01 00:15:32","2026-03-01 00:15:32"
vo-moonlight-bayarea-16D01D1D958CCC3A,EVT-moonlight-feb27,"AV Production","Bay Area Lighting & Sound",,1-866-767-7623,researching,,,0,"2026-03-01 00:15:32",,"Video projection rental, screens. SF/Oakland/San Jose. Professional AV services.","2026-03-01 00:15:32","2026-03-01 00:15:32"
vo-moonlight-thatchers-E66FFDE08A22236C,EVT-moonlight-feb27,Catering,"Thatchers Popcorn",,,researching,,,1,"2026-03-01 00:15:32",,"SF favorite gourmet popcorn. Handcrafted, 50+ flavors. All-natural artisan popcorn.","2026-03-01 00:15:32","2026-03-01 00:15:32"
vo-moonlight-cornology-5786E599ED2F37C0,EVT-moonlight-feb27,Catering,"Cornology Gourmet Popcorn",,800-548-1990,researching,,,1,"2026-03-01 00:15:32",,"World's freshest popcorn. SF Bay Area. Custom orders, events. 100% non-GMO.","2026-03-01 00:15:32","2026-03-01 00:15:32"
vo-moonlight-sfcandy-C9D42D9C54345D3D,EVT-moonlight-feb27,Catering,"SF Candy Bar",,,researching,,,0,"2026-03-01 00:15:32",,"Popcorn buffets, prepackaged options. Setup/breakdown service. East Bay/SF/Napa.","2026-03-01 00:15:32","2026-03-01 00:15:32"
vo-moonlight-sweet-B8BF56FA43170EAA,EVT-moonlight-feb27,Catering,"Sweet Wonders",,,researching,,,0,"2026-03-01 00:15:32",,"Popcorn bar buffets. Fun, flavor, flair. SF Bay Area event specialist.","2026-03-01 00:15:32","2026-03-01 00:15:32"
vo-moonlight-sfcc-EEE6412E7B7A6635,EVT-moonlight-feb27,Bartending,"SF Cocktail Club",cheers@sfcocktail.club,,researching,,,1,"2026-03-01 00:15:32",,"Bespoke bar catering. Themed cocktails for cinema night. Restaurant-style service.","2026-03-01 00:15:32","2026-03-01 00:15:32"
vo-moonlight-otr-22F55FCDA664E397,EVT-moonlight-feb27,Bartending,"On The Rocks SF",,,researching,,,0,"2026-03-01 00:15:32",,"Modern mobile bar. Craft cocktails. Outdoor events specialist.","2026-03-01 00:15:32","2026-03-01 00:15:32"
vo-moonlight-orange-6D70F16F86EBE6DE,EVT-moonlight-feb27,Photography,"Orange Photography",contact@orangephotography.com,,researching,,,1,"2026-03-01 00:15:32",,"DUPLICATE ENTRY - same vendor as vo-botanical-orange-769A08184D93A1E9. Event photography, 227A Guerrero St SF. Phone: 415-255-7478.","2026-03-01 00:15:32","2026-03-11 12:35:00"
vo-moonlight-sfphoto-CD56AC3C96E2E224,EVT-moonlight-feb27,Photography,"SF Photo Agency",photo@sfphotoagency.com,,researching,,,0,"2026-03-01 00:15:32",,"Corporate event photography. Large outdoor events experience.","2026-03-01 00:15:32","2026-03-10 16:08:51"
vo-senegal-teranga-1ED6A70238721A87,EVT-senegalese-feb27,Catering,"Teranga SF",,,researching,,,1,"2026-03-01 00:18:55",,"Chef Nafy Flatley. Authentic Senegalese cuisine. 4 Embarcadero Center. Locally sourced seasonal ingredients.","2026-03-01 00:18:55","2026-03-01 00:18:55"
vo-senegal-bissap-FDA82EB0322F469B,EVT-senegalese-feb27,Catering,"Bissap Baobab",,,researching,,,1,"2026-03-01 00:18:55",,"Marco Senghor (Senegal-born). Mission District. Fusion of culture, food, music. Teranga hospitality spirit.","2026-03-01 00:18:55","2026-03-01 00:18:55"
vo-senegal-afrooak-38502BA356664A12,EVT-senegalese-feb27,"Live Music","Afrobeats Oakland",,,researching,,,1,"2026-03-01 00:18:55",,"Active Afrobeat event promoters. 14K Instagram following. Ghana Independence celebrations. SF/Oakland events.","2026-03-01 00:18:55","2026-03-01 00:18:55"
vo-senegal-kotoja-66100D7B4F3DB13D,EVT-senegalese-feb27,"Live Music","Kotoja / Bay Area Afro Bands",,,researching,,,0,"2026-03-01 00:18:55",,"Historic Bay Area Afropop bands: Kotoja, Mapenzi, Big City, Nigerian Allstars. Community hall specialists.","2026-03-01 00:18:55","2026-03-01 00:18:55"
vo-senegal-afro-B58FC15800F35AEE,EVT-senegalese-feb27,"Live Music","Afro Urban Society",,,researching,,,1,"2026-03-01 00:18:55",,"West African performance group. SF Ethnic Dance Festival. Cultural storytelling with music/dance.","2026-03-01 00:18:55","2026-03-01 00:18:55"
vo-senegal-baba-E25DD9DB46DD823E,EVT-senegalese-feb27,"Live Music","Baba Commandant and Mandingo Band",,,researching,,,0,"2026-03-01 00:18:55",,"Celebrated West African group. Performs Bay Area venues (Rickshaw Stop SF). Authentic traditional sound.","2026-03-01 00:18:55","2026-03-01 00:18:55"
vo-senegal-orange-D5707A587110DC7B,EVT-senegalese-feb27,Photography,"Orange Photography",,,researching,,,1,"2026-03-01 00:18:55",,"Event & corporate photography SF. Cultural event experience.","2026-03-01 00:18:55","2026-03-01 00:18:55"
vo-senegal-michael-D8EDE89D60A7C495,EVT-senegalese-feb27,Photography,"Michaela Joy Photography",mjoy@mjoyphoto.com,,researching,,,0,"2026-03-01 00:18:55",,"Photojournalistic documentary style. Corporate events, cultural celebrations.","2026-03-01 00:18:55","2026-03-10 16:08:51"
vo-senegal-sfcc-A17C3C980B107AB1,EVT-senegalese-feb27,Bartending,"SF Cocktail Club",cheers@sfcocktail.club,,researching,,,1,"2026-03-01 00:18:55",,"Bespoke bar catering. Can create West African-inspired signature cocktails (hibiscus, ginger, tamarind).","2026-03-01 00:18:55","2026-03-01 00:18:55"
vo-senegal-liquid-A0BF0153E435138E,EVT-senegalese-feb27,Bartending,"The Liquid Caterers",theliquidcaterers@gmail.com,,researching,,,0,"2026-03-01 00:18:55",,"Mobile bartending and event staffing. 1849 Lincoln Way, SF. Phone: 510-545-6154. Craft cocktails, artisan drinks.","2026-03-01 00:18:55","2026-03-11 11:54:09"
vo-artdeco-royal-A172B7F6A1B65006,EVT-artdeco-feb27,"Live Music","Royal Society Jazz Orchestra",rsjo@sonic.net,,researching,,,1,"2026-03-01 00:23:54",,"Don Neely. 11-piece orchestra. Authentic 1920s/30s Jazz Age & Swing Era. Ballroom dance specialist. SF Bay Area.","2026-03-01 00:23:54","2026-03-10 16:08:51"
vo-artdeco-gatsby-5D42A1E2EEAB81A0,EVT-artdeco-feb27,"Live Music","Radio Gatsby",inquiries@radiogatsby.com,,researching,,,1,"2026-03-01 00:23:54",,"Premier SF event band. 1920s Speakeasy Jazz, Big Band Swing. Ballroom-ready arrangements.","2026-03-01 00:23:54","2026-03-10 16:08:51"
vo-artdeco-oldh-3430C0191131B3B2,EVT-artdeco-feb27,"Live Music","Old Hollywood Jazz",,,researching,,,0,"2026-03-01 00:23:54",,"Vintage jazz bands 1920s-1940s. Great Gatsby specialist. Nationwide performances.","2026-03-01 00:23:54","2026-03-01 00:23:54"
vo-artdeco-wood-B3BD5FF755557CBB,EVT-artdeco-feb27,"Costume Rental","Woodbridge Costume Rentals",,,researching,,,1,"2026-03-01 00:23:54",,"Extensive 1920s flapper & gangster collection. Gatsby event specialist. Bay Area.","2026-03-01 00:23:54","2026-03-01 00:23:54"
vo-artdeco-natasha-DA73790E5DA9DF42,EVT-artdeco-feb27,"Costume Rental","Natasha's Attic",sales@natashasattic.com,,researching,,,0,"2026-03-01 00:23:54",,"Costume rental shop. 376 Race St, San Jose CA. Phone: 408.286.7368. Great for period costumes (1920s/Gatsby, Victorian, etc.).","2026-03-01 00:23:54","2026-03-11 11:44:21"
vo-artdeco-exquisite-C199A49213EA283F,EVT-artdeco-feb27,"Costume Rental","Exquisite Costumes",,,researching,,,0,"2026-03-01 00:23:54",,"Authentic vintage 1920s flapper dress rentals. Perfect for galas and themed events.","2026-03-01 00:23:54","2026-03-01 00:23:54"
vo-artdeco-archive-1294A5B0E9A54012,EVT-artdeco-feb27,"Event Decor","Archive Rentals",,,researching,,,1,"2026-03-01 00:23:54",,"Luxury party decor & furniture rental SF. High-end event styling. Art deco aesthetic.","2026-03-01 00:23:54","2026-03-01 00:23:54"
vo-artdeco-bright-6591D6D18C5E1AB0,EVT-artdeco-feb27,"Event Decor","Bright Event Rentals",,,researching,,,1,"2026-03-01 00:23:54",,"Lounge furniture, ballroom setups. Full event rental services SF Bay Area.","2026-03-01 00:23:54","2026-03-01 00:23:54"
vo-artdeco-ideas-3FC29FE54558CBBA,EVT-artdeco-feb27,"Event Decor","Ideas Events & Rentals",,,researching,,,0,"2026-03-01 00:23:54",,"Atmosphere Decor. Champagne walls, columns, obelisks, entrances. Premium event rentals.","2026-03-01 00:23:54","2026-03-01 00:23:54"
vo-artdeco-sfcc-29C82C381A873195,EVT-artdeco-feb27,Bartending,"SF Cocktail Club",cheers@sfcocktail.club,,researching,,,1,"2026-03-01 00:23:54",,"Bespoke bar catering. Prohibition-era cocktail specialists. Restaurant-style service.","2026-03-01 00:23:54","2026-03-01 00:23:54"
vo-artdeco-liquid-336AB991A28B36A0,EVT-artdeco-feb27,Bartending,"The Liquid Caterers",,,researching,,,0,"2026-03-01 00:23:54",,"Custom craft cocktails. 1920s speakeasy-style service. Mixology expertise.","2026-03-01 00:23:54","2026-03-01 00:23:54"
vo-artdeco-drew-CBF6979A54FE3E52,EVT-artdeco-feb27,Photography,"Drew Bird Photography",,,researching,,,1,"2026-03-01 00:23:54",,"10+ years documenting brand events. Black-tie gala specialist. Art deco aesthetic expertise.","2026-03-01 00:23:54","2026-03-01 00:23:54"
vo-artdeco-sfphoto-D54EFF2E44396598,EVT-artdeco-feb27,Photography,"SF Photo Agency",photo@sfphotoagency.com,,researching,,,1,"2026-03-01 00:23:54",,"Leading event photographers. Fortune 500 clients. Ballroom event experience.","2026-03-01 00:23:54","2026-03-10 16:08:51"
vo-silent-silence-5EE26C7456FEC809,evt-silent-disco-13557,"Silent Disco Equipment","SILENCE Activations",,,researching,,,1,"2026-03-01 00:28:48",,"Premier silent disco SF. State-of-the-art LED headsets, wireless transmitters. Affordable upfront pricing.","2026-03-01 00:28:48","2026-03-01 00:28:48"
vo-silent-events-0596B5C35CCF5D4E,evt-silent-disco-13557,"Silent Disco Equipment","Silent Events",,,researching,,,1,"2026-03-01 00:28:48",,"Silent disco, silent rave, silent church events. LED headphones, party equipment rental SF.","2026-03-01 00:28:48","2026-03-01 00:28:48"
vo-silent-party-AD5A6747AE1C4EE3,evt-silent-disco-13557,"Silent Disco Equipment","Party Headphones",,,researching,,,0,"2026-03-01 00:28:48",,"Silent disco rentals SF Bay Area. Silent rave specialists. Multi-channel headphones.","2026-03-01 00:28:48","2026-03-01 00:28:48"
vo-silent-soundoff-03AEAF86C617E28D,evt-silent-disco-13557,"Silent Disco Equipment","Sound Off Experience",,,researching,,,0,"2026-03-01 00:28:48",,"Sound Off Experience - silent disco equipment. Contact via form at soundoffexperience.com/contact (website has Cloudflare protection). Multiple US locations including San Francisco.","2026-03-01 00:28:48","2026-03-11 11:40:11"
vo-silent-second-A02D36122FCDEDA6,evt-silent-disco-13557,"Silent Disco Equipment","Second Song",,,researching,,,1,"2026-03-01 00:28:48",,"6000+ events. 3-channel wireless headphones. Beat noise restrictions. LA/SF/Nashville.","2026-03-01 00:28:48","2026-03-01 00:28:48"
vo-silent-luxe-8762366C0F293991,evt-silent-disco-13557,Catering,"Luxe Bites",sales@luxebitesla.com,415-318-7321,researching,,,1,"2026-03-01 00:28:48",,"Cocktail hour catering specialist. Chic rooftop receptions. LA/SF.","2026-03-01 00:28:48","2026-03-01 00:28:48"
vo-silent-birite-316CBFB6906D7DB1,evt-silent-disco-13557,Catering,"Bi-Rite Catering",,,researching,,,0,"2026-03-01 00:28:48",,"SF appetizer platters. Perfect for rooftop parties. Fresh, room temp delivery.","2026-03-01 00:28:48","2026-03-01 00:28:48"
vo-silent-bites-9D129B2C57246036,evt-silent-disco-13557,Catering,"Bites & Bashes",,,researching,,,1,"2026-03-01 00:28:48",,"Mother-daughter duo. Celebrity/Vanity Fair/tech giants. SF Bay Area high-end catering.","2026-03-01 00:28:48","2026-03-01 00:28:48"
vo-silent-sfcc-FBD41D03415FBE88,evt-silent-disco-13557,Bartending,"SF Cocktail Club",cheers@sfcocktail.club,,researching,,,1,"2026-03-01 00:28:48",,"Bespoke bar catering. Rooftop party specialist. Restaurant-style service.","2026-03-01 00:28:48","2026-03-01 00:28:48"
vo-silent-otr-03A18AED45B7A0BC,evt-silent-disco-13557,Bartending,"On The Rocks SF",,,researching,,,0,"2026-03-01 00:28:48",,"Modern mobile bar. Craft cocktails. Perfect for rooftop events.","2026-03-01 00:28:48","2026-03-01 00:28:48"
vo-silent-orange-6640054CB8C6F1F5,evt-silent-disco-13557,Photography,"Orange Photography",,,researching,,,1,"2026-03-01 00:28:48",,"Event photography SF. Rooftop/night event experience. LED lighting expertise.","2026-03-01 00:28:48","2026-03-01 00:28:48"
vo-silent-sfphoto-55F849F50F8E37FF,evt-silent-disco-13557,Photography,"SF Photo Agency",photo@sfphotoagency.com,,researching,,,0,"2026-03-01 00:28:48",,"Corporate event photography. Large outdoor/rooftop events.","2026-03-01 00:28:48","2026-03-10 16:08:51"
vo-masq-bay-426EFC6734A6546C,evt-masquerade-21277,"Live Music","Bay Area Strings",info@bayareastrings.com,,researching,,,1,"2026-03-01 00:39:16",,"Classical, contemporary, rock, jazz. SF/Napa/Monterey. Quartet/trio/duet options. Weddings/galas.","2026-03-01 00:39:16","2026-03-10 16:08:51"
vo-masq-garden-16676ACFEA0FA886,evt-masquerade-21277,"Live Music","Garden Strings",,,researching,,,0,"2026-03-01 00:39:16",,"Live string music for weddings, corporate events. Greater SF Bay Area.","2026-03-01 00:39:16","2026-03-01 00:39:16"
vo-masq-subito-503673A89B520ABC,evt-masquerade-21277,"Live Music","Subito Strings",,,researching,,,1,"2026-03-01 00:39:16",,"Top LA/SF string quartet. Bridgerton-style performances. Most sought-after wedding musicians.","2026-03-01 00:39:16","2026-03-01 00:39:16"
vo-masq-innocent-39AD65AA8F12AB69,evt-masquerade-21277,"Live Music","Innocenti Strings",,,researching,,,0,"2026-03-01 00:39:16",,"SF string quartet. Berkeley/Oakland/Marin. Golden Gate Park. Tech industry galas. Polished.","2026-03-01 00:39:16","2026-03-01 00:39:16"
vo-masq-vivo-FF4B614F5728209F,evt-masquerade-21277,"Venetian Masks","VIVO Masks",stephanie@vivomasks.com,,researching,,,1,"2026-03-01 00:39:16",,"Wholesale Venetian masquerade masks. Handmade in Italy. Fast/free USA shipping. Costume shops/museums.","2026-03-01 00:39:16","2026-03-11 11:34:19"
vo-masq-magic-F427849BBB3D6F00,evt-masquerade-21277,"Venetian Masks","Magic of Venezia",,,researching,,,1,"2026-03-01 00:39:16",,"Authentic Venetian masks/accessories. Weddings, galas, masquerade parties. Event wholesale.","2026-03-01 00:39:16","2026-03-01 00:39:16"
vo-masq-venice-726CB7593AB84249,evt-masquerade-21277,"Venetian Masks","Venice Buys Masks",,,researching,,,0,"2026-03-01 00:39:16",,"Handcrafted Venetian masks. Masquerade ball masks. Latest authentic designs.","2026-03-01 00:39:16","2026-03-01 00:39:16"
vo-masq-dan-78E3A761DA14DEB4,evt-masquerade-21277,"Mystery Performer","Dan Chan Magic",,,researching,,,1,"2026-03-01 00:39:16",,"Silicon Valley favorite magician (BuzzFeed). World-class close-up magic/mentalism. Bay Area Dinner Show.","2026-03-01 00:39:16","2026-03-01 00:39:16"
vo-masq-dennis-93F6A024631E080E,evt-masquerade-21277,"Mystery Performer","Dennis Kyriakos",,,researching,,,1,"2026-03-01 00:39:16",,"Only close-up magic show in Bay Area. Conjuring Wonder. Oakland/SF performances.","2026-03-01 00:39:16","2026-03-01 00:39:16"
vo-masq-david-B69D8ABAFFE4D53B,evt-masquerade-21277,"Mystery Performer","David Martinez Magic",,,researching,,,0,"2026-03-01 00:39:16",,"Mind-bending comedy magic/mentalism. Customized shows for groups. Bay Area.","2026-03-01 00:39:16","2026-03-01 00:39:16"
vo-masq-jay-D7CB618BAF21B32A,evt-masquerade-21277,"Mystery Performer","Jay Alexander",,,researching,,,0,"2026-03-01 00:39:16",,"Mind Tricks Live. Magic, mentalism, psychological feats. SF Magic Theater. Intimate showroom.","2026-03-01 00:39:16","2026-03-01 00:39:16"
vo-masq-49sq-192B6C3F508ED573,evt-masquerade-21277,Catering,"49 Square Catering",anthony@49sqcatering.com,,researching,,,1,"2026-03-01 00:39:16",,"Premier SF catering. Plated dinners, food stations. High-end gala events.","2026-03-01 00:39:16","2026-03-01 00:39:16"
vo-masq-above-757EF2E31811181F,evt-masquerade-21277,Catering,"Above & Beyond",,,researching,,,0,"2026-03-01 00:39:16",,"Full-service SF catering since 2005. Timeliness, creativity, high-quality. Corporate galas.","2026-03-01 00:39:16","2026-03-01 00:39:16"
vo-masq-archive-F0B5F0B01B92CC66,evt-masquerade-21277,"Event Decor","Archive Rentals",,,researching,,,1,"2026-03-01 00:39:16",,"Luxury party decor & furniture SF. High-end event styling. Premium ballroom aesthetics.","2026-03-01 00:39:16","2026-03-01 00:39:16"
vo-masq-bright-CDCD82823DD3FFDF,evt-masquerade-21277,"Event Decor","Bright Event Rentals",sales-sf@bright.com,,researching,,,0,"2026-03-01 00:39:16",,"145 Park Lane, Brisbane CA. Phone: 415.570.0470. Full-service event rental company.","2026-03-01 00:39:16","2026-03-11 11:40:11"
vo-masq-drew-C175F7856272F8D2,evt-masquerade-21277,Photography,"Drew Bird Photography",,,researching,,,1,"2026-03-01 00:39:16",,"10+ years brand events. Black-tie gala specialist. Premium ballroom photography.","2026-03-01 00:39:16","2026-03-01 00:39:16"
vo-masq-rebecca-B11AEA0E4CD6CDA2,evt-masquerade-21277,Photography,"Rebecca Wilkowski Photography",,,researching,,,1,"2026-03-01 00:39:16",,"Award-winning SF Bay Area. Corporate/gala events. Fortune 500 clients.","2026-03-01 00:39:16","2026-03-01 00:39:16"
vo-masq-sfcc-8F5E936F4065017D,evt-masquerade-21277,Bartending,"SF Cocktail Club",cheers@sfcocktail.club,,researching,,,1,"2026-03-01 00:39:16",,"Bespoke bar catering. Premium gala service. Restaurant-style. Champagne service expertise.","2026-03-01 00:39:16","2026-03-01 00:39:16"
vo-masq-tbc-A72C2D01A1065A60,evt-masquerade-21277,Bartending,"The Bartender Company",,,researching,,,0,"2026-03-01 00:39:16",,"Luxury mobile bartending SF. Professional ballroom service. Premium cocktails.","2026-03-01 00:39:16","2026-03-01 00:39:16"
vo-treasure-handheld-83C932F9E5879AC7,EVT-treasure-hunt-feb25,Catering,"Handheld Catering and Events",,,researching,,,1,"2026-03-01 00:53:59",,"SF Bay Area premiere full service. Corporate events, outdoor celebrations. Silicon Valley to San Jose.","2026-03-01 00:53:59","2026-03-01 00:53:59"
vo-treasure-salt-4019A630A350F549,EVT-treasure-hunt-feb25,Catering,"Salt & Honey Catering & Events",,,researching,,,1,"2026-03-01 00:53:59",,"Every occasion is a celebration. Napa to Silicon Valley service. Bay Area specialist.","2026-03-01 00:53:59","2026-03-01 00:53:59"
vo-treasure-onroll-AC99CAD2D27B32F6,EVT-treasure-hunt-feb25,Catering,"On The Roll Catering",,,researching,,,0,"2026-03-01 00:53:59",,"Corporate, private, wedding catering. Outdoor celebrations specialist. Professional bar service.","2026-03-01 00:53:59","2026-03-01 00:53:59"
vo-treasure-culinary-EA49BEF38F995685,EVT-treasure-hunt-feb25,Catering,"Culinary Eye",,,researching,,,1,"2026-03-01 00:53:59",,"Works in raw spaces, outdoor locations, unconventional venues. Fully equipped mobile catering.","2026-03-01 00:53:59","2026-03-01 00:53:59"
vo-treasure-crystal-A31F46309A75CCC0,EVT-treasure-hunt-feb25,Catering,"Crystal Springs Catering",,,researching,,,0,"2026-03-01 00:53:59",,"BBQ style outdoor specialist. Fun get-togethers, casual celebrations. Bay Area.","2026-03-01 00:53:59","2026-03-01 00:53:59"
vo-treasure-sfpromos-FCC50EB340BAA413,EVT-treasure-hunt-feb25,"Prizes & Swag","SF Promos",,,researching,,,1,"2026-03-01 00:53:59",,"Promotional giveaways, corporate awards, recognition programs. Wide range of categories.","2026-03-01 00:53:59","2026-03-01 00:53:59"
vo-treasure-swaggos-0F3BC0A62001C366,EVT-treasure-hunt-feb25,"Prizes & Swag",Swaggos,,,researching,,,0,"2026-03-01 00:53:59",,"SF promotional products, advertising specialties, business gifts. One-stop custom promos.","2026-03-01 00:53:59","2026-03-01 00:53:59"
vo-treasure-perfection-8290E0A20AB18053,EVT-treasure-hunt-feb25,"Prizes & Swag","Perfection Promo",info@perfectionpromo.com,,researching,,,1,"2026-03-01 00:53:59",,"Fortune 100 to startups. Logo T-shirts, promotional products. SF Bay Area.","2026-03-01 00:53:59","2026-03-01 00:53:59"
vo-treasure-matrix-0D187E1FDABA64E9,EVT-treasure-hunt-feb25,"Prizes & Swag","Matrix Promotional Marketing",,,researching,,,0,"2026-03-01 00:53:59",,"SF since 1981. Stand-out promotional products, branded apparel. 100,000+ products.","2026-03-01 00:53:59","2026-03-01 00:53:59"
vo-treasure-social-238569822DD206D7,EVT-treasure-hunt-feb25,"Prizes & Swag","Social Imprints",,,researching,,,1,"2026-03-01 00:53:59",,"Award-winning corporate swag. Largest social enterprises in US. Custom corporate gifts, event swag.","2026-03-01 00:53:59","2026-03-01 00:53:59"
vo-treasure-orange-27F2AAD15EDC192F,EVT-treasure-hunt-feb25,Photography,"Orange Photography",,,researching,,,1,"2026-03-01 00:53:59",,"Event & corporate photography SF. Outdoor event experience. Action photography.","2026-03-01 00:53:59","2026-03-01 00:53:59"
vo-treasure-sfphoto-2C5B04B7EDAC956A,EVT-treasure-hunt-feb25,Photography,"SF Photo Agency",photo@sfphotoagency.com,,researching,,,0,"2026-03-01 00:53:59",,"Corporate event photography. Large outdoor events, finish line coverage.","2026-03-01 00:53:59","2026-03-10 16:08:51"
vo-treasure-sfcc-99B1A89E1ACF2AD4,EVT-treasure-hunt-feb25,Bartending,"SF Cocktail Club",cheers@sfcocktail.club,,researching,,,1,"2026-03-01 00:53:59",,"Bespoke bar catering. Outdoor celebration specialist. Finish line party service.","2026-03-01 00:53:59","2026-03-01 00:53:59"
vo-treasure-otr-D826D03E1D8E4240,EVT-treasure-hunt-feb25,Bartending,"On The Rocks SF",,,researching,,,0,"2026-03-01 00:53:59",,"Modern mobile bar. Outdoor events. Craft cocktails for victory celebration.","2026-03-01 00:53:59","2026-03-01 00:53:59"
vo-yacht-sfcc-6233D8ACA8D24BDC,EVT-yacht-mixer-feb25,Bartending,"SF Cocktail Club",cheers@sfcocktail.club,,researching,,,1,"2026-03-01 01:08:59",,"Bespoke bar catering. Yacht event specialist. Premium craft cocktails. Restaurant-style service.","2026-03-01 01:08:59","2026-03-01 01:08:59"
vo-yacht-liquid-71E76EF7910788E2,EVT-yacht-mixer-feb25,Bartending,"The Liquid Caterers",,,researching,,,1,"2026-03-01 01:08:59",,"Custom craft cocktails. Yacht/waterfront events. Mixology specialists.","2026-03-01 01:08:59","2026-03-01 01:08:59"
vo-yacht-pme-6C14F30DA313CEAB,EVT-yacht-mixer-feb25,Bartending,"Polly Martini Events",,,researching,,,0,"2026-03-01 01:08:59",,"Polly Martini Events (PME) - mobile bartending and event staffing. Phone: 707-297-0814. 1366 Turk St, SF. pollymartini.com. Contact via website or phone - email not publicly listed.","2026-03-01 01:08:59","2026-03-11 11:40:11"
vo-yacht-allears-57E8D2CB1CCC8D76,EVT-yacht-mixer-feb25,DJ,"All Ears DJ",,,researching,,,1,"2026-03-01 01:08:59",,"SF DJ services. Sunset cruise experience. Corporate networking events.","2026-03-01 01:08:59","2026-03-01 01:08:59"
vo-yacht-partylife-A60867B0D7983B24,EVT-yacht-mixer-feb25,DJ,"Party Life Presents",,,researching,,,0,"2026-03-01 01:08:59",,"Renowned yacht parties specialist. Themed events, corporate, birthdays. Bay Area database.","2026-03-01 01:08:59","2026-03-01 01:08:59"
vo-yacht-49sq-3C9FCB1F405D7B4B,EVT-yacht-mixer-feb25,Catering,"49 Square Catering",anthony@49sqcatering.com,,researching,,,1,"2026-03-01 01:08:59",,"Premier SF catering. Yacht events specialist. Recent inquiry for yacht event 400 guests.","2026-03-01 01:08:59","2026-03-01 01:08:59"
vo-yacht-handheld-09E8C7F12D2C46C3,EVT-yacht-mixer-feb25,Catering,"Handheld Catering",,,researching,,,0,"2026-03-01 01:08:59",,"Full-service Bay Area catering. Corporate events. Yacht-ready portable service.","2026-03-01 01:08:59","2026-03-01 01:08:59"
